OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_OBJECT_INSTANCE_SETS_U2|FND_OBJECT_INSTANCE_SETS|Unique|INSTANCE_SET_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECT_INSTANCE_SETS_U21|FND_OBJECT_INSTANCE_SETS|Unique|INSTANCE_SET_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_OBJECT_INSTANCE_SETS_BK_N1|FND_OBJECT_INSTANCE_SETS_BK|Non Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_INSTANCE_SETS_BK_N2|FND_OBJECT_INSTANCE_SETS_BK|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_INSTANCE_SETS_BK_U1|FND_OBJECT_INSTANCE_SETS_BK|Unique|INSTANCE_SET_ID, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_OBJECT_INSTANCE_SETS_BK_U2|FND_OBJECT_INSTANCE_SETS_BK|Unique|INSTANCE_SET_NAME, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_OBJECT_INSTANCE_SETS_T_N1_|FND_OBJECT_INSTANCE_SETS_TL_|Non Unique|INSTANCE_SET_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_IS_TL_U1_|FND_OBJECT_INSTANCE_SETS_TL_|Unique|LAST_UPDATE_DATE, INSTANCE_SET_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_IS_TL_U2_|FND_OBJECT_INSTANCE_SETS_TL_|Unique|LAST_UPDATE_DATE, DISPLAY_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_IS_TL_N1|FND_OBJECT_INSTANCE_SETS_TL|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_IS_TL_U1|FND_OBJECT_INSTANCE_SETS_TL|Unique|INSTANCE_SET_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECT_IS_TL_U11|FND_OBJECT_INSTANCE_SETS_TL|Unique|INSTANCE_SET_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_OBJECT_IS_TL_U2|FND_OBJECT_INSTANCE_SETS_TL|Unique|DISPLAY_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECT_IS_TL_U21|FND_OBJECT_INSTANCE_SETS_TL|Unique|DISPLAY_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_OBJECT_IS_TL_BK_N1|FND_OBJECT_INSTANCE_SETS_TL_BK|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_IS_TL_BK_U1|FND_OBJECT_INSTANCE_SETS_TL_BK|Unique|INSTANCE_SET_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
