OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|PON_REQUIREMENTS_N1|PON_REQUIREMENTS|Non Unique|SECTION_ID, PARENT_LEVEL
FUSION|PON_REQUIREMENTS_N2|PON_REQUIREMENTS|Non Unique|SCORE_ID
FUSION|PON_REQUIREMENTS_N3|PON_REQUIREMENTS|Non Unique|AUCTION_HEADER_ID
FUSION|PON_REQUIREMENTS_U1|PON_REQUIREMENTS|Unique|REQUIREMENT_ID
FUSION|PON_REQUIREMENTS_N1_|PON_REQUIREMENTS_|Non Unique|REQUIREMENT_ID
FUSION|PON_REQUIREMENTS_PK_|PON_REQUIREMENTS_|Unique|LAST_UPDATE_DATE, LAST_UPDATED_BY, REQUIREMENT_ID
FUSION|PON_REQUIREMENT_SCORES_N1|PON_REQUIREMENT_SCORES|Non Unique|REQUIREMENT_ID
FUSION|PON_REQUIREMENT_SCORES_N2|PON_REQUIREMENT_SCORES|Non Unique|AUCTION_HEADER_ID
FUSION|PON_REQUIREMENT_SCORES_U1|PON_REQUIREMENT_SCORES|Unique|SCORE_ID
FUSION|PON_REQUIREMENT_SECTIONS_N1|PON_REQUIREMENT_SECTIONS|Non Unique|AUCTION_HEADER_ID
FUSION|PON_REQUIREMENT_SECTIONS_U1|PON_REQUIREMENT_SECTIONS|Unique|SECTION_ID
FUSION|PON_REQUIREMENT_SECTIONS_N1_|PON_REQUIREMENT_SECTIONS_|Non Unique|SECTION_ID
FUSION|PON_REQUIREMENT_SECTIONS_PK_|PON_REQUIREMENT_SECTIONS_|Unique|LAST_UPDATE_DATE, LAST_UPDATED_BY, SECTION_ID
